GeneID;Gene;Base mean;log2(FC);StdErr;Wald-Stats;P-value;P-adj;;;;;;;;;;;
ENSG00000138829;FBN2;12,38415202;0,715599919;0,386091357;1,853447133;0,063818297;0,121864314;;;;;;;;;;;
ENSG00000267387;AC020931.1;313,7794783;0,715675882;0,13801342;5,185552851;2,15E-07;8,79E-07;;;;;;;;;;;
ENSG00000115648;MLPH;8253,848433;0,716151352;0,047772758;14,99078921;8,43E-51;1,93E-49;;;;;;;;;;;
ENSG00000100399;CHADL;143,6310802;0,716192722;0,205130575;3,491399176;0,000480498;0,001378959;;;;;;;;;;;
ENSG00000206603;SNORA22B;5,788340306;0,716232906;0,363880798;1,968317401;0,049031529;0,096818915;;;;;;;;;;;
ENSG00000173728;C1orf100;3,199899034;0,716439186;0,319763463;2,240528609;0,025056626;0,053528519;;;;;;;;;;;
ENSG00000231121;;5,747540845;0,716559219;0,362172613;1,978501945;0,047872109;0,094774173;;;;;;;;;;;
ENSG00000147316;MCPH1;914,1394896;0,716788511;0,085342654;8,398947934;4,50E-17;3,36E-16;;;;;;;;;;;
ENSG00000119242;CCDC92;239,1171253;0,716820874;0,310218036;2,310700192;0,020849421;0,045347659;;;;;;;;;;;
ENSG00000123066;MED13L;9286,441548;0,717011052;0,065279163;10,98376595;4,57E-28;5,22E-27;;;;;;;;;;;
ENSG00000255036;STRA6LP;1073,278077;0,717018799;0,089651163;7,997875057;1,27E-15;8,79E-15;;;;;;;;;;;
ENSG00000075415;SLC25A3;51791,79561;0,717160117;0,046698713;15,35717078;3,17E-53;7,68E-52;;;;;;;;;;;
ENSG00000018610;CXorf56;2411,857884;0,717400597;0,067733935;10,59145013;3,26E-26;3,50E-25;;;;;;;;;;;
ENSG00000197457;STMN3;1772,253238;0,71743677;0,069230831;10,36296636;3,65E-25;3,80E-24;;;;;;;;;;;
ENSG00000111913;RIPOR2;5,788189815;0,717459454;0,361697914;1,983587481;0,047301846;0,093763082;;;;;;;;;;;
ENSG00000234969;AL627389.1;33,06934548;0,717552781;0,329857185;2,175343797;0,029604363;0,062118576;;;;;;;;;;;
ENSG00000232149;FERP1;579,3901362;0,717663181;0,105508421;6,80195169;1,03E-11;5,75E-11;;;;;;;;;;;
ENSG00000069482;GAL;28,45512045;0,717714363;0,344809946;2,081478137;0,037390163;0,076319838;;;;;;;;;;;
ENSG00000107372;ZFAND5;13211,64306;0,717798904;0,041864602;17,14572364;6,77E-66;2,27E-64;;;;;;;;;;;
ENSG00000178913;TAF7;12388,07535;0,718020765;0,044650543;16,0808965;3,47E-58;9,60E-57;;;;;;;;;;;
ENSG00000169515;CCDC8;1429,900654;0,718414083;0,079841983;8,997948954;2,30E-19;1,90E-18;;;;;;;;;;;
ENSG00000259475;AC036108.1;76,19472936;0,71852458;0,252535819;2,845238279;0,004437821;0,011020452;;;;;;;;;;;
ENSG00000012174;MBTPS2;4112,171621;0,718768502;0,055553626;12,9382825;2,74E-38;4,32E-37;;;;;;;;;;;
ENSG00000104763;ASAH1;3131,204928;0,718925475;0,054102572;13,28819415;2,71E-40;4,52E-39;;;;;;;;;;;
ENSG00000267952;AC008878.1;1252,832577;0,718978967;0,098161556;7,324445469;2,40E-13;1,47E-12;;;;;;;;;;;
ENSG00000141979;AC008764.1;3364,782037;0,719176628;0,054058207;13,30374559;2,20E-40;3,68E-39;;;;;;;;;;;
ENSG00000272953;AC092171.4;13,48540579;0,719409474;0,383391976;1,876433308;0,060595804;0,116416656;;;;;;;;;;;
ENSG00000264549;SNORD95;34,40085976;0,719480054;0,324540458;2,216919448;0,026628596;0,05651689;;;;;;;;;;;
ENSG00000230673;PABPC1P3;100,5346282;0,719669476;0,225692735;3,188713525;0,001429074;0,003836758;;;;;;;;;;;
ENSG00000127220;ABHD8;2703,652317;0,719681778;0,057448204;12,52748952;5,28E-36;7,75E-35;;;;;;;;;;;
ENSG00000156170;NDUFAF6;1166,526285;0,719708847;0,085284909;8,438876885;3,20E-17;2,40E-16;;;;;;;;;;;
ENSG00000281181;FP236383.3;5367,699307;0,719709868;0,386005156;1,864508432;0,062250339;0,119176254;;;;;;;;;;;
ENSG00000215548;FRG1JP;280,2068106;0,719722937;0,152772933;4,711063175;2,46E-06;9,14E-06;;;;;;;;;;;
ENSG00000169223;LMAN2;9668,429832;0,719947632;0,050331018;14,30425321;2,06E-46;4,12E-45;;;;;;;;;;;
ENSG00000268309;AC008764.3;1586,835308;0,719967346;0,071730175;10,03716147;1,05E-23;1,03E-22;;;;;;;;;;;
ENSG00000251257;AC010457.1;144,4954699;0,720115919;0,188742281;3,815339708;0,000135996;0,000418846;;;;;;;;;;;
ENSG00000281706;LINC01012;54,43336629;0,720174812;0,286650423;2,512380075;0,011991986;0,027527479;;;;;;;;;;;
ENSG00000196743;GM2A;4647,09877;0,720340036;0,056051021;12,85150604;8,44E-38;1,31E-36;;;;;;;;;;;
ENSG00000160216;AGPAT3;11194,72094;0,720429084;0,039774683;18,1127551;2,53E-73;9,64E-72;;;;;;;;;;;
ENSG00000267519;AC020916.1;1744,701271;0,720477935;0,083575356;8,620698385;6,65E-18;5,14E-17;;;;;;;;;;;
ENSG00000254236;AP003550.1;387,6963129;0,720527957;0,124578857;5,783709791;7,31E-09;3,36E-08;;;;;;;;;;;
ENSG00000106462;EZH2;7617,734462;0,720707353;0,047640762;15,1279561;1,06E-51;2,48E-50;;;;;;;;;;;
ENSG00000272430;AL356056.3;185,4949838;0,720857567;0,169286176;4,258218732;2,06E-05;6,98E-05;;;;;;;;;;;
ENSG00000163545;NUAK2;326,4131293;0,720913255;0,132099702;5,457342025;4,83E-08;2,08E-07;;;;;;;;;;;
ENSG00000255112;CHMP1B;3745,887511;0,721125558;0,056369263;12,79288603;1,80E-37;2,75E-36;;;;;;;;;;;
ENSG00000173809;TDRD12;13,78762332;0,721136894;0,381245003;1,891531397;0,058553444;0,112967662;;;;;;;;;;;
ENSG00000134343;ANO3;7,217887088;0,721351854;0,379082494;1,90288886;0,057055049;0,110438442;;;;;;;;;;;
ENSG00000196378;ZNF34;285,6782195;0,721668788;0,148196846;4,869663614;1,12E-06;4,29E-06;;;;;;;;;;;
ENSG00000181444;ZNF467;264,1975292;0,721668981;0,157492596;4,58224067;4,60E-06;1,66E-05;;;;;;;;;;;
ENSG00000182154;MRPL41;2850,674157;0,72183388;0,057032937;12,6564389;1,03E-36;1,55E-35;;;;;;;;;;;
ENSG00000152154;TMEM178A;48,91555359;0,721912977;0,28907566;2,497314987;0,012513775;0,02861238;;;;;;;;;;;
ENSG00000223756;TSSC2;8,752246243;0,722494705;0,380630051;1,898154663;0,057675711;0,111510818;;;;;;;;;;;
ENSG00000271192;AC006058.2;33,78106478;0,722589096;0,332734474;2,171668857;0,029880649;0,062614871;;;;;;;;;;;
ENSG00000106804;C5;443,4422143;0,722916525;0,119245308;6,062431592;1,34E-09;6,50E-09;;;;;;;;;;;
ENSG00000143590;EFNA3;163,3084394;0,722923898;0,186088509;3,884839002;0,000102398;0,000321471;;;;;;;;;;;
ENSG00000127507;ADGRE2;92,08214869;0,723003965;0,249211047;2,901171414;0,003717705;0,009344001;;;;;;;;;;;
ENSG00000235098;ANKRD65;130,672415;0,723117786;0,196574087;3,678601776;0,000234516;0,000700435;;;;;;;;;;;
ENSG00000204086;RPA4;7,268762675;0,723206397;0,373831221;1,934579982;0,053041859;0,103689978;;;;;;;;;;;
ENSG00000111775;COX6A1;9292,609588;0,723340486;0,041307423;17,51115022;1,18E-68;4,17E-67;;;;;;;;;;;
ENSG00000101868;POLA1;5266,432013;0,723437713;0,047485397;15,23495133;2,07E-52;4,94E-51;;;;;;;;;;;
ENSG00000213563;C8orf82;2352,087883;0,723573654;0,072910608;9,924120367;3,27E-23;3,15E-22;;;;;;;;;;;
ENSG00000102760;RGCC;391,6749479;0,723894649;0,125345185;5,775209082;7,69E-09;3,53E-08;;;;;;;;;;;
ENSG00000230565;ZNF32-AS2;271,4066458;0,724263129;0,14855869;4,875265992;1,09E-06;4,18E-06;;;;;;;;;;;
ENSG00000234230;ZFX-AS1;16,51251162;0,72442525;0,375312641;1,930191446;0,053583121;0,104602943;;;;;;;;;;;
ENSG00000278272;HIST1H3C;163,6197746;0,724443326;0,244622641;2,961472922;0,003061714;0,007799228;;;;;;;;;;;
ENSG00000164509;IL31RA;2402,601194;0,724492712;0,0611163;11,85432871;2,04E-32;2,70E-31;;;;;;;;;;;
ENSG00000233635;AC015923.1;107,4445885;0,724738219;0,217600002;3,330598397;0,000866595;0,002402771;;;;;;;;;;;
ENSG00000253172;AC008378.1;50,02724769;0,72484445;0,286258887;2,532129071;0,011337225;0,026141043;;;;;;;;;;;
ENSG00000261420;AL022069.1;4,455393661;0,724901291;0,347530769;2,085862187;0,036991108;0,075649501;;;;;;;;;;;
ENSG00000270589;AL158163.1;9,534755586;0,725128213;0,383700345;1,889829451;0,058780773;0,113336308;;;;;;;;;;;
ENSG00000263470;;364,2296563;0,725133821;0,135204832;5,36322415;8,17E-08;3,46E-07;;;;;;;;;;;
ENSG00000120889;TNFRSF10B;16273,35716;0,725188413;0,037071938;19,56165377;3,28E-85;1,56E-83;;;;;;;;;;;
ENSG00000122126;OCRL;7552,28137;0,725319617;0,046739067;15,51848724;2,60E-54;6,51E-53;;;;;;;;;;;
ENSG00000108001;EBF3;3,28452171;0,725533409;0,320779579;2,261781785;0,023710889;0,050876923;;;;;;;;;;;
ENSG00000280816;;46,95604104;0,725535366;0,316070056;2,295489093;0,021705111;0,047006376;;;;;;;;;;;
ENSG00000247809;NR2F2-AS1;206,726272;0,72554495;0,187007219;3,879769742;0,000104555;0,000327554;;;;;;;;;;;
ENSG00000189171;S100A13;5293,929591;0,725641324;0,053349659;13,60161131;3,92E-42;6,97E-41;;;;;;;;;;;
ENSG00000179115;FARSA;11388,38259;0,725679445;0,050000989;14,51330186;9,98E-48;2,09E-46;;;;;;;;;;;
ENSG00000240350;AC017002.3;7,601292335;0,725796537;0,379970704;1,910138151;0,056115428;0,108816371;;;;;;;;;;;
ENSG00000259790;ANP32BP1;12,60944154;0,725948356;0,385258445;1,884315235;0,059522348;0,114625801;;;;;;;;;;;
ENSG00000064309;CDON;2660,647228;0,726399395;0,069599914;10,4367858;1,68E-25;1,77E-24;;;;;;;;;;;
ENSG00000103089;FA2H;4,357751748;0,726453979;0,348710984;2,083255225;0,037227966;0,076041618;;;;;;;;;;;
ENSG00000113248;PCDHB15;54,23411231;0,726558301;0,279402062;2,600404215;0,009311401;0,021834811;;;;;;;;;;;
ENSG00000257839;AC011611.4;31,42026855;0,726975864;0,367469964;1,978327308;0,047891794;0,094806133;;;;;;;;;;;
ENSG00000246263;UBR5-AS1;173,6791446;0,727061804;0,187438106;3,878943403;0,000104911;0,000328515;;;;;;;;;;;
ENSG00000170921;TANC2;7847,96583;0,727219444;0,15074022;4,824322559;1,40E-06;5,34E-06;;;;;;;;;;;
ENSG00000179604;CDC42EP4;5379,333795;0,727241148;0,062531042;11,63008198;2,90E-31;3,66E-30;;;;;;;;;;;
ENSG00000277184;SNORA9;60,52746999;0,727311554;0,267065986;2,723340268;0,006462546;0,015585797;;;;;;;;;;;
ENSG00000233229;CNOT7P1;15,53316749;0,727351148;0,374330628;1,943071426;0,052007529;0,101928512;;;;;;;;;;;
ENSG00000001497;LAS1L;5167,598181;0,727456981;0,055099609;13,20257971;8,48E-40;1,39E-38;;;;;;;;;;;
ENSG00000231429;;7,987377433;0,727488759;0,380780378;1,910520608;0,056066216;0,108736694;;;;;;;;;;;
ENSG00000079482;OPHN1;6016,598492;0,727500704;0,048337574;15,05041829;3,43E-51;7,91E-50;;;;;;;;;;;
ENSG00000130475;FCHO1;1228,467101;0,727507808;0,086711377;8,389992589;4,86E-17;3,61E-16;;;;;;;;;;;
ENSG00000056277;ZNF280C;984,4194984;0,728246622;0,091366634;7,970597016;1,58E-15;1,09E-14;;;;;;;;;;;
ENSG00000186017;ZNF566;914,2708509;0,728366703;0,086725853;8,398495655;4,52E-17;3,37E-16;;;;;;;;;;;
ENSG00000082014;SMARCD3;1156,618211;0,728433935;0,089393394;8,148632716;3,68E-16;2,62E-15;;;;;;;;;;;
ENSG00000249685;AC079921.2;63,46797936;0,728518762;0,266571628;2,732919354;0,00627757;0,015177976;;;;;;;;;;;
ENSG00000183160;TMEM119;3,199331804;0,728807242;0,321572274;2,266387068;0,023427695;0,050344221;;;;;;;;;;;
ENSG00000136379;ABHD17C;3016,583941;0,729458167;0,056316618;12,95280501;2,27E-38;3,59E-37;;;;;;;;;;;
ENSG00000262075;DKFZP434A062;3,171939284;0,729474641;0,321689799;2,267633737;0,02335154;0,050198403;;;;;;;;;;;
ENSG00000004961;HCCS;3688,395765;0,729476146;0,060099586;12,1377898;6,66E-34;9,22E-33;;;;;;;;;;;
ENSG00000267783;AC022098.3;8,32517686;0,729765772;0,384532879;1,897798113;0,057722682;0,111577457;;;;;;;;;;;
ENSG00000106125;MINDY4;502,4394982;0,72980141;0,114970381;6,34773411;2,19E-10;1,12E-09;;;;;;;;;;;
ENSG00000149243;KLHL35;86,12358593;0,730052311;0,241405138;3,024178844;0,00249309;0,00644582;;;;;;;;;;;
ENSG00000271871;AC005740.4;3,187328427;0,730305902;0,321795451;2,269472425;0,023239612;0,049981877;;;;;;;;;;;
ENSG00000228477;AL663070.1;25,36606131;0,730546591;0,352401383;2,073052569;0,038167388;0,077698933;;;;;;;;;;;
ENSG00000091483;FH;7853,741714;0,730641611;0,057195265;12,77451215;2,28E-37;3,47E-36;;;;;;;;;;;
ENSG00000102910;LONP2;5572,815075;0,73067458;0,052520025;13,9123046;5,33E-44;1,00E-42;;;;;;;;;;;
ENSG00000188026;RILPL1;1886,812351;0,730903923;0,068828672;10,61917804;2,43E-26;2,62E-25;;;;;;;;;;;
ENSG00000227674;LINC00355;68,77771038;0,731097071;0,267680902;2,731226121;0,006309916;0,015249296;;;;;;;;;;;
ENSG00000226053;LINC01776;109,8854773;0,731306488;0,229194669;3,190765696;0,001418963;0,003812288;;;;;;;;;;;
ENSG00000131174;COX7B;4473,763252;0,731410548;0,053745128;13,60887163;3,55E-42;6,32E-41;;;;;;;;;;;
ENSG00000132694;ARHGEF11;7681,682891;0,731896087;0,051051216;14,3365065;1,29E-46;2,61E-45;;;;;;;;;;;
ENSG00000120068;HOXB8;44,95510549;0,731966769;0,315819768;2,317672431;0,02046713;0,04460678;;;;;;;;;;;
ENSG00000197046;SIGLEC15;22,70421912;0,732308716;0,362735493;2,018850457;0,043502765;0,087109658;;;;;;;;;;;
ENSG00000268030;AC005253.1;959,8415148;0,732454594;0,098505994;7,435634759;1,04E-13;6,52E-13;;;;;;;;;;;
ENSG00000258708;SLC25A21-AS1;76,96732465;0,732567333;0,244266812;2,999045699;0,002708267;0,006967163;;;;;;;;;;;
ENSG00000262884;AC015921.1;64,37689824;0,732661498;0,290787216;2,519579467;0,011749512;0,027005617;;;;;;;;;;;
ENSG00000102384;CENPI;4341,956396;0,732694769;0,054837282;13,36125233;1,02E-40;1,72E-39;;;;;;;;;;;
ENSG00000214595;EML6;1379,306439;0,732866388;0,094039882;7,793144497;6,54E-15;4,37E-14;;;;;;;;;;;
ENSG00000170367;CST5;4,328301728;0,733008403;0,34939029;2,097964437;0,035908287;0,073677078;;;;;;;;;;;
ENSG00000227855;DPY19L2P3;348,1172165;0,733207252;0,146630249;5,000381961;5,72E-07;2,25E-06;;;;;;;;;;;
ENSG00000256973;AC053513.1;12,90717375;0,733235152;0,383295055;1,912978374;0,055750821;0,108225213;;;;;;;;;;;
ENSG00000234345;AC234782.3;31,63150514;0,733343375;0,342612361;2,140446339;0,032318713;0,067140458;;;;;;;;;;;
ENSG00000173868;PHOSPHO1;23,11257742;0,733574467;0,354970957;2,066576018;0,038774122;0,078766373;;;;;;;;;;;
ENSG00000048392;RRM2B;3739,258563;0,73376196;0,052542073;13,96522678;2,54E-44;4,84E-43;;;;;;;;;;;
ENSG00000089159;PXN;47734,32234;0,73397415;0,039150294;18,74760273;2,03E-78;8,61E-77;;;;;;;;;;;
ENSG00000164366;CCDC127;3048,55621;0,734108159;0,057188692;12,83659651;1,02E-37;1,58E-36;;;;;;;;;;;
ENSG00000176318;FOXN3P1;6,241679517;0,734207982;0,370735229;1,980410613;0,047657408;0,094405005;;;;;;;;;;;
ENSG00000226576;AC060234.1;3,166869441;0,734383818;0,322575003;2,276629656;0,02280835;0,049164952;;;;;;;;;;;
ENSG00000135905;DOCK10;816,6399223;0,734437928;0,095298524;7,706708294;1,29E-14;8,49E-14;;;;;;;;;;;
ENSG00000139718;SETD1B;5529,220715;0,734752693;0,065272857;11,2566345;2,15E-29;2,55E-28;;;;;;;;;;;
ENSG00000271992;AL354872.2;17,30159601;0,734839551;0,36957785;1,988321407;0,046776155;0,092865445;;;;;;;;;;;
ENSG00000196459;TRAPPC2;1109,879578;0,734916185;0,080858331;9,088935833;1,00E-19;8,38E-19;;;;;;;;;;;
ENSG00000095587;TLL2;14,87527826;0,734951679;0,382343285;1,922229861;0,054576841;0,106279336;;;;;;;;;;;
ENSG00000224259;LINC01133;3,457526249;0,735134961;0,32173925;2,284878086;0,022319977;0,048232628;;;;;;;;;;;
ENSG00000256028;AC026362.1;10843,67303;0,735301334;0,040632047;18,09658617;3,39E-73;1,29E-71;;;;;;;;;;;
ENSG00000241015;TPM3P9;852,5344644;0,735401806;0,093259637;7,885531512;3,13E-15;2,13E-14;;;;;;;;;;;
ENSG00000091482;SMPX;7,122924855;0,735625297;0,373746364;1,968247369;0,049039582;0,096827675;;;;;;;;;;;
ENSG00000112851;ERBIN;18954,79823;0,735642617;0,040614517;18,11279987;2,53E-73;9,64E-72;;;;;;;;;;;
ENSG00000147255;IGSF1;5,767432601;0,736024928;0,364039595;2,021826579;0,043194271;0,086602055;;;;;;;;;;;
ENSG00000105656;ELL;3392,315562;0,736134197;0,054820315;13,42812788;4,14E-41;7,10E-40;;;;;;;;;;;
ENSG00000204802;AL590399.1;46,30226684;0,736396576;0,305586583;2,409780457;0,015962123;0,03563259;;;;;;;;;;;
ENSG00000101596;SMCHD1;8259,442907;0,736416831;0,055963626;13,1588478;1,51E-39;2,47E-38;;;;;;;;;;;
ENSG00000254560;BBOX1-AS1;4,525194423;0,73648554;0,348414458;2,113820259;0,034530622;0,071155781;;;;;;;;;;;
ENSG00000213080;AL354714.2;721,1331723;0,736757802;0,098874518;7,451442695;9,23E-14;5,80E-13;;;;;;;;;;;
ENSG00000182533;CAV3;10,9587721;0,737111014;0,380071779;1,939399487;0,052452713;0,102683477;;;;;;;;;;;
ENSG00000265827;;83,7099501;0,737117373;0,248746073;2,963332709;0,003043274;0,007756684;;;;;;;;;;;
ENSG00000130304;SLC27A1;3881,519568;0,73719696;0,05764482;12,78860726;1,90E-37;2,90E-36;;;;;;;;;;;
ENSG00000226107;AC004383.1;4,437185982;0,737201453;0,349389514;2,10997017;0,034860925;0,071753573;;;;;;;;;;;
ENSG00000249328;AC036214.1;10,31375537;0,737224484;0,386093159;1,909447156;0,056204433;0,10898107;;;;;;;;;;;
ENSG00000125351;UPF3B;2610,20278;0,737235732;0,059835712;12,32099881;6,98E-35;9,95E-34;;;;;;;;;;;
ENSG00000197841;ZNF181;705,5158424;0,737552991;0,106264117;6,940753021;3,90E-12;2,23E-11;;;;;;;;;;;
ENSG00000221983;UBA52;22657,75512;0,737614007;0,035492086;20,78249209;6,23E-96;3,60E-94;;;;;;;;;;;
ENSG00000181625;SLX1B;26,79489809;0,737656865;0,38561145;1,912953739;0,055753975;0,108225213;;;;;;;;;;;
ENSG00000176834;VSIG10;3224,489529;0,73786143;0,053730194;13,73271472;6,47E-43;1,18E-41;;;;;;;;;;;
ENSG00000261821;AC090826.1;37,62664658;0,737884259;0,314693857;2,34476855;0,019038894;0,041790029;;;;;;;;;;;
ENSG00000171443;ZNF524;640,0300009;0,737920085;0,099608266;7,408221379;1,28E-13;8,00E-13;;;;;;;;;;;
ENSG00000163251;FZD5;822,3692694;0,73802416;0,098216273;7,514275762;5,72E-14;3,63E-13;;;;;;;;;;;
ENSG00000055609;KMT2C;2301,835799;0,738183863;0,282780698;2,610446431;0,009042413;0,021271125;;;;;;;;;;;
ENSG00000254551;AP000873.3;68,2933201;0,738344208;0,260336198;2,836118117;0,004566555;0,011311806;;;;;;;;;;;
ENSG00000105856;HBP1;75,86559066;0,738437827;0,36978755;1,99692452;0,045833383;0,091210204;;;;;;;;;;;
ENSG00000165244;ZNF367;4137,65104;0,738711057;0,059458202;12,42403959;1,94E-35;2,81E-34;;;;;;;;;;;
ENSG00000008256;CYTH3;8766,723321;0,738804234;0,047454777;15,56859566;1,19E-54;3,01E-53;;;;;;;;;;;
ENSG00000118515;SGK1;2996,775427;0,738921783;0,068234348;10,82917634;2,50E-27;2,79E-26;;;;;;;;;;;
ENSG00000276784;RF02125;180,6757641;0,739132693;0,178550362;4,13963145;3,48E-05;0,000115237;;;;;;;;;;;
ENSG00000145022;TCTA;2179,671966;0,739183232;0,062154829;11,89261153;1,29E-32;1,72E-31;;;;;;;;;;;
ENSG00000242731;FAM86LP;92,32016679;0,739334387;0,238434886;3,100781095;0,001930109;0,00507654;;;;;;;;;;;
ENSG00000178395;CCDC185;3,287146439;0,739570022;0,322982318;2,289815824;0,022031995;0,047664176;;;;;;;;;;;
ENSG00000274735;;8,104129843;0,739622637;0,382843974;1,931916625;0,053369797;0,104239711;;;;;;;;;;;
ENSG00000196923;PDLIM7;12241,24927;0,739626949;0,053015355;13,95118355;3,09E-44;5,87E-43;;;;;;;;;;;
ENSG00000279278;AC245060.6;12,59970111;0,739704619;0,38597244;1,916470043;0,055305293;0,107494568;;;;;;;;;;;
ENSG00000123064;DDX54;12320,06784;0,739735365;0,047598396;15,54118275;1,83E-54;4,59E-53;;;;;;;;;;;
ENSG00000167912;AC090152.1;158,9532142;0,739937737;0,203356801;3,638618109;0,000274105;0,000811972;;;;;;;;;;;
ENSG00000254099;AC005740.3;245,8209416;0,739984178;0,149289743;4,95669805;7,17E-07;2,80E-06;;;;;;;;;;;
ENSG00000204272;NBDY;1763,82206;0,740093789;0,073074523;10,1279318;4,15E-24;4,15E-23;;;;;;;;;;;
ENSG00000251148;AL158068.2;5,53837577;0,740201348;0,367052741;2,016607602;0,043736479;0,087505646;;;;;;;;;;;
ENSG00000135424;ITGA7;187,2958691;0,74044314;0,192108264;3,854301344;0,000116061;0,00036102;;;;;;;;;;;
ENSG00000112539;C6orf118;8,764027114;0,740833646;0,383958901;1,929460791;0,053673683;0,104756817;;;;;;;;;;;
ENSG00000230426;ERVMER61-1;3,267642297;0,740861243;0,322983699;2,293803822;0,02180177;0,047196618;;;;;;;;;;;
ENSG00000236514;AL135791.1;30,42752268;0,741356613;0,334299144;2,217644367;0,02657909;0,056429713;;;;;;;;;;;
ENSG00000196092;PAX5;8,533858815;0,741451227;0,384684169;1,927428492;0,053926252;0,105180747;;;;;;;;;;;
ENSG00000213199;ASIC3;808,0764253;0,741520251;0,100268218;7,395366787;1,41E-13;8,79E-13;;;;;;;;;;;
ENSG00000262877;AC110285.2;114,3040436;0,741586735;0,229414197;3,23252329;0,001227021;0,003332389;;;;;;;;;;;
ENSG00000273032;DGCR9;10,75324209;0,741587956;0,384491169;1,928751593;0,053761708;0,104905672;;;;;;;;;;;
ENSG00000173848;NET1;14923,56771;0,74171275;0,047900121;15,48456936;4,41E-54;1,09E-52;;;;;;;;;;;
ENSG00000164916;FOXK1;7176,902179;0,741723088;0,048857498;15,18135635;4,70E-52;1,11E-50;;;;;;;;;;;
ENSG00000276476;LINC00540;4,530637688;0,741873949;0,349335421;2,123672274;0,033697557;0,069635069;;;;;;;;;;;
ENSG00000235944;ZNF815P;125,8357451;0,742096799;0,207087406;3,583495554;0,000339027;0,000992535;;;;;;;;;;;
ENSG00000205542;TMSB4X;85576,76391;0,742116559;0,045063746;16,46815077;6,21E-61;1,85E-59;;;;;;;;;;;
ENSG00000259932;AC051619.7;4,90665515;0,742135366;0,361740271;2,051569661;0,040211503;0,08123015;;;;;;;;;;;
ENSG00000130165;ELOF1;3667,656833;0,742378478;0,053254054;13,94031865;3,60E-44;6,82E-43;;;;;;;;;;;
ENSG00000164631;ZNF12;1987,900669;0,742527432;0,064010097;11,60016103;4,11E-31;5,17E-30;;;;;;;;;;;
ENSG00000202198;RF00100;4318,729213;0,742609917;0,24097807;3,081649366;0,002058572;0,005386898;;;;;;;;;;;
ENSG00000213057;C1orf220;111,396856;0,742665525;0,219618602;3,381614838;0,000720611;0,002018918;;;;;;;;;;;
ENSG00000135108;FBXO21;5141,885183;0,742673198;0,048652588;15,26482414;1,31E-52;3,14E-51;;;;;;;;;;;
ENSG00000145860;RNF145;6484,355859;0,742689609;0,045764374;16,22855382;3,17E-59;8,99E-58;;;;;;;;;;;
ENSG00000106603;COA1;4541,46611;0,742760412;0,049665371;14,95529789;1,44E-50;3,27E-49;;;;;;;;;;;
ENSG00000259104;PTCSC3;7,353130338;0,74284877;0,371318708;2,0005692;0,045438836;0,09049231;;;;;;;;;;;
ENSG00000277700;;87,794014;0,743134999;0,238832917;3,1115267;0,001861226;0,00490742;;;;;;;;;;;
ENSG00000157110;RBPMS;607,0684103;0,743194167;0,102107577;7,278540829;3,37E-13;2,05E-12;;;;;;;;;;;
ENSG00000258077;AC078923.1;75,59261767;0,743204303;0,262088678;2,835697859;0,004572568;0,011325652;;;;;;;;;;;
ENSG00000278771;RN7SL3;2435,108804;0,743318786;0,366971496;2,025549109;0,042811011;0,085915608;;;;;;;;;;;
ENSG00000173674;EIF1AX;8859,612495;0,74404829;0,055346249;13,4435178;3,36E-41;5,78E-40;;;;;;;;;;;
ENSG00000186710;CFAP73;2016,482947;0,744207411;0,076834251;9,685880958;3,46E-22;3,23E-21;;;;;;;;;;;
ENSG00000261236;BOP1;9366,162821;0,74421224;0,04545523;16,37242262;3,01E-60;8,75E-59;;;;;;;;;;;
ENSG00000076924;XAB2;6233,028329;0,744521565;0,050572957;14,72173302;4,68E-49;1,01E-47;;;;;;;;;;;
ENSG00000069509;FUNDC1;1325,467413;0,744619211;0,077339763;9,627896231;6,10E-22;5,62E-21;;;;;;;;;;;
ENSG00000165568;AKR1E2;267,7145521;0,744641291;0,158422575;4,700348346;2,60E-06;9,61E-06;;;;;;;;;;;
ENSG00000228206;AC016717.1;4,565652355;0,744957085;0,353139787;2,109524648;0,034899321;0,071804997;;;;;;;;;;;
ENSG00000065923;SLC9A7;6803,757518;0,745111752;0,046794044;15,92321782;4,37E-57;1,18E-55;;;;;;;;;;;
ENSG00000138646;HERC5;3980,797422;0,745179279;0,061867678;12,04472674;2,07E-33;2,81E-32;;;;;;;;;;;
ENSG00000278997;AL662907.1;26,308944;0,745200655;0,34792122;2,141866068;0,032204261;0,066933856;;;;;;;;;;;
ENSG00000077721;UBE2A;11596,89242;0,745261696;0,051408748;14,49678763;1,27E-47;2,64E-46;;;;;;;;;;;
ENSG00000177599;ZNF491;212,3243988;0,745270767;0,167850609;4,440083772;8,99E-06;3,16E-05;;;;;;;;;;;
ENSG00000255817;AC025576.2;43,38692036;0,745398929;0,300435541;2,481061085;0,013099192;0,02981088;;;;;;;;;;;
ENSG00000171735;CAMTA1;1297,552504;0,745419633;0,073342228;10,16358047;2,88E-24;2,91E-23;;;;;;;;;;;
ENSG00000232301;LNCPRESS1;5,943724653;0,745545095;0,375836749;1,983693974;0,047289966;0,093746474;;;;;;;;;;;
ENSG00000253320;AZIN1-AS1;66,69372057;0,745775637;0,264879728;2,815525529;0,004869753;0,012015049;;;;;;;;;;;
ENSG00000260658;AC138305.1;3,747453825;0,746023826;0,322344294;2,31436957;0,020647459;0,044944907;;;;;;;;;;;
